Timestamp,Month,Season,Station_ID,Station_Name,Lat,Lon,Dist_from_Source_km,Decay_Factor,Turbidity_NTU
2025-11-15T00:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T04:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T08:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T12:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,7.3
2025-11-15T16:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,10.7
2025-11-15T20:00:00,Nov (2),Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T00:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,26.93
2025-11-15T04:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,50.6
2025-11-15T08:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,24.15
2025-11-15T12:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,45.2
2025-11-15T16:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,53.61
2025-11-15T20:00:00,Nov (2),Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,43.9
2025-11-15T00:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,9.35
2025-11-15T04:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,37.33
2025-11-15T08:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,43.25
2025-11-15T12:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,11.42
2025-11-15T16:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,44.62
2025-11-15T20:00:00,Nov (2),Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,45.62
2025-11-15T00:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,6.72
2025-11-15T04:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-11-15T08:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,10.02
2025-11-15T12:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5.27
2025-11-15T16:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,14.05
2025-11-15T20:00:00,Nov (2),Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-11-15T00:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T04:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,8.47
2025-11-15T08:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,10.19
2025-11-15T12:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,8.89
2025-11-15T16:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T20:00:00,Nov (2),Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
