Timestamp,Month,Season,Station_ID,Station_Name,Lat,Lon,Dist_from_Source_km,Decay_Factor,Turbidity_NTU
2025-05-15T00:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,60.79
2025-05-15T04:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,47.06
2025-05-15T08:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,69.37
2025-05-15T12:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,27.19
2025-05-15T16:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,47.11
2025-05-15T20:00:00,May,Summer,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,81.55
2025-05-15T00:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,741.89
2025-05-15T04:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,578.37
2025-05-15T08:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,754.44
2025-05-15T12:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,501.66
2025-05-15T16:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,622.96
2025-05-15T20:00:00,May,Summer,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,778.95
2025-05-15T00:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,505.47
2025-05-15T04:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,585.53
2025-05-15T08:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,393.19
2025-05-15T12:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,578.37
2025-05-15T16:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,629.76
2025-05-15T20:00:00,May,Summer,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,491.77
2025-05-15T00:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,149.17
2025-05-15T04:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,168.4
2025-05-15T08:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,91.33
2025-05-15T12:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,122.78
2025-05-15T16:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,114.98
2025-05-15T20:00:00,May,Summer,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,129.8
2025-05-15T00:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,32.48
2025-05-15T04:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-05-15T08:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,17.57
2025-05-15T12:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,33.86
2025-05-15T16:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-05-15T20:00:00,May,Summer,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
