Timestamp,Month,Season,Station_ID,Station_Name,Lat,Lon,Dist_from_Source_km,Decay_Factor,Turbidity_NTU
2025-11-15T00:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T04:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T08:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T12:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T16:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-11-15T20:00:00,Nov,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,7.82
2025-11-15T00:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,5
2025-11-15T04:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,54.51
2025-11-15T08:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,13.83
2025-11-15T12:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,51.15
2025-11-15T16:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,48.72
2025-11-15T20:00:00,Nov,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,13.01
2025-11-15T00:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,36.4
2025-11-15T04:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,37.22
2025-11-15T08:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,41.21
2025-11-15T12:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,19.91
2025-11-15T16:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,34.83
2025-11-15T20:00:00,Nov,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,11.93
2025-11-15T00:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-11-15T04:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,6.76
2025-11-15T08:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,11.17
2025-11-15T12:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,11.64
2025-11-15T16:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,14.98
2025-11-15T20:00:00,Nov,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-11-15T00:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T04:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T08:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T12:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,8.37
2025-11-15T16:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-11-15T20:00:00,Nov,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
