Timestamp,Month,Season,Station_ID,Station_Name,Lat,Lon,Dist_from_Source_km,Decay_Factor,Turbidity_NTU
2025-12-15T00:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-12-15T04:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,9.08
2025-12-15T08:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-12-15T12:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-12-15T16:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,6.47
2025-12-15T20:00:00,Dec,Winter,KR-01,Amaravati_Upstream,16.573,80.356,29.862,0.0917,5
2025-12-15T00:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,37.4
2025-12-15T04:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,8.62
2025-12-15T08:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,34.47
2025-12-15T12:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,47.72
2025-12-15T16:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,37.45
2025-12-15T20:00:00,Dec,Winter,KR-02,Industrial_Zone,16.5193,80.6305,0.0,1.0,30.42
2025-12-15T00:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,22.36
2025-12-15T04:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,26.24
2025-12-15T08:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,37.39
2025-12-15T12:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,20.96
2025-12-15T16:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,19.37
2025-12-15T20:00:00,Dec,Winter,KR-03,Vijayawada_Mid,16.51,80.62,1.524,0.8852,18.97
2025-12-15T00:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-12-15T04:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,5
2025-12-15T08:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,7.81
2025-12-15T12:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,16.38
2025-12-15T16:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,10.89
2025-12-15T20:00:00,Dec,Winter,KR-04,Gannavaram_Downstream,16.543,80.798,18.049,0.236,9.07
2025-12-15T00:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-12-15T04:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,8.16
2025-12-15T08:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-12-15T12:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-12-15T16:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
2025-12-15T20:00:00,Dec,Winter,KR-05,Krishna_Delta_Entry,16.12,81.08,65.363,0.0054,5
